record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,2,question_or_concept,Question or concept,Exact question represented by question or concept.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,3,source_or_database,Source or database,"Verified source or identity information for source or database, sufficient for independent resolution.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,4,exact_query_or_route,Exact query or route,Record exact query or route in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,5,filters,filters,Record filters in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,6,date_run,Date run,ISO 8601 date associated with date run.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,ISO 8601 date (YYYY-MM-DD),3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,7,coverage_window,Coverage window,Record coverage window in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,8,result_count,Result count,"Observed result for result count, recorded without inflating interpretation.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,9,export_or_capture,Export or capture,Record export or capture in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,10,limitations,limitations,"Material constraint, uncertainty or boundary associated with limitations.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,11,owner,owner,Person responsible for the object or next action. Use a role rather than personal contact data when appropriate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,non-empty when required; internally consistent with linked records,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SEARCH_STRATEGY_RECORD_FULL,full,SEARCH_STRATEGY_RECORD_FULL.csv,companion/04_TEMPLATES_FULL/SEARCH_STRATEGY_RECORD_FULL.csv,12,version,version,Explicit version identifier for the record or object. Do not rely on file modification time.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,bibliographic and source metadata only; do not redistribute restricted full texts,explicit version or dated revision; no ambiguous labels such as final-final,3.1 The bibliography that passed APA and failed the question; 3.2 Choose the right literature task
FULL-SECTION_CONTRACT_REGISTER_FULL,full,SECTION_CONTRACT_REGISTER_FULL.csv,companion/04_TEMPLATES_FULL/SECTION_CONTRACT_REGISTER_FULL.csv,1,section_id,Section id,Stable identifier for section id. Use a reproducible project naming convention.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty stable identifier; unique within the project namespace,"7.3 Write the introduction and state of the art as a problem-to-position sequence; 7.4 Write methodology, architecture and implementation as the route that actually produced the evidence"
